가게이름,날짜,리뷰,평점,주소,분류
천천향화곡양꼬치집,2020.04.15.,마싯졍 ㅋ,4,"서울 강서구 강서로7길 28 해태드림타운 1층 101,102호",꿔바로우
천천향화곡양꼬치집,2018.11.05.,요리와 양꼬치 둘 다 맛나요~ 그리고 마늘을 넉넉하게 상에 놔주셔서 아주 좋았어요! 게다가 서비스까지 주시고!! 완전 맛났어요~~,5,"서울 강서구 강서로7길 28 해태드림타운 1층 101,102호",꿔바로우
천천향화곡양꼬치집,2018.08.10.,양꼬치가 맛있길래 재방문해서 양갈비에 도전했다가 너무 실망했습니다 가격이 더 비싼 양갈비가 어째서 더 맛이 없는건가요 너무 딱딱했습니다 불도 첨에 너무 약해서 숯을 교체했는데 이번엔 또 너무 세고 그런데 구워주시는 아주머니는 그 센불에 고기를 죄다 올려버리시고ㅠ 불이 세면 조금씩 올려서 천천히 구워야죠ㅠㅠ 다시는 못갈듯...,2,"서울 강서구 강서로7길 28 해태드림타운 1층 101,102호",꿔바로우
라공방 종각점,2020.09.22.,다른 손님들이 마스크 안끼고 침 튀기며 재료를 고르는데 제지하지 않아요. ,1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2020.07.19.,"음식은 맛있으나 사장이 서비스 마인드가 제로임. 앞치마 사용 후 다시 갖다놔라, 밥 조금만 퍼라, 주차하면 신고할테니 주차하지 마라(손님도 예외 없음), 1인당 7천원 이상 주문이라고 써져있고 하나 주문하려고하니 만원 이상만된다나 뭐라나. 땅콩소스도 조금만 퍼라고 써있고 곳곳에 잔소리성 메모가 너무 심하게 많아서 잘못한것도 없는데 혼나는 기분이 듦. 맛은 ...",1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2020.05.29.,마라탕 맛있고 꿔바로우는 튀김은 괜찮은데 소스가 아쉬웠다,3,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2020.03.18.,먹을만해요! 하지만 맛이 좀 순하고 한국스러운느낌?,3,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2020.02.21.,푸주 왜 맨날 천날 안불리는지..?? 빡치네 오지게 넣었는데 덜불려져서 냄새나고 딱딱한 빗자루 씹는맛남. 한두번도 아니고 올때마다 덜 불린 푸주..,1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.12.26.,"외국인 못알아듣는다고 백날먹고있다고 대놓고 뭐라하고, 소스 접시 떨어져서 바꿔달라고 했더니 그냥 다시올려놓으라고함. 강남점은 친절한데 종각점은 다시안갈거같음.",1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.12.09.,억수로 맛나고 좋다. 매운것은 2단계. 난 4단계,5,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.10.13.,"마라샹궈 대기 중인데 옆테이블 초파리 4마리, 제 테이블 근처 두 세마리? 날아다니네요 ㄷㄷ... 관리를 조금 안 하는게 아닌가 싶어요ㅠ",1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.09.24.,"재료담는 대야에 조리한것처럼보이는 중국당면 잘린거나 야채들 조금씩 들어있고 대야가 마라탕국물에 담갓다 뺀것처럼 미끌미끌 잠깐 잡았던 손에도 냄새 가득함,, 그래도 걍 참고 먹을려고 재료담는데 옥수수면에 날벌레 빠져있음,, 입맛 확 떨어져서 걍 나옴,, 한두번 갔었는데 그때는 이러지 않았던 거 같은데 오늘 유독 심하네요 다신 안갈긋",1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.06.25.,라공방 강남점 발끝도 못따라옴 재료덜익고 밍밍하고,1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.06.09.,라공방 강남점 신사점 종각점 가봤는데.. 종각점은 다신 안가겠음 탕 샹궈 모두 먹던 단계였는데 맛이 애매함 흐리멍텅.. 체인 왜.... 한건지... 꿔바로우도 튀김옷이 넘 두껍..셋다 별로,1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.06.01.,너무 맛있는데요? 근데 면종류가 부족한거같아요,5,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.05.17.,"서비스가 엉망입니다 마라탕 마라샹궈 시켰는데 마라샹궈를 갖다줬는데 제가 시킨게 아니었어요. 아니라니까 맞다고 우김. 제가 마라샹궈 많이 먹어서 알기도 하고, 아예 안시킨 재료만 잔뜩이라니까 그제서야 가져가서 자기들끼리 수군수군. 제대로 나오는거 맞냐니까 미안한데 새로 담아달래요. 기억 더듬어서 겨우 담아가니까 ""아깐 이렇게 많이 안담으셨거든요""  ㅋㅋㅋㅋㅋ...",1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
라공방 종각점,2019.05.09.,고수를 안 넣었는데 고수 맛이 나는 건 왜 그럴까요? 위생에 신경 좀 써주세요,1,서울 종로구 우정국로2길 21 대왕빌딩 1층,꿔바로우
손오공마라탕 구로디지털단지점,2020.11.07.,으아아아아 존맛탱,5,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.10.30.,마라탕 입문하기 좋은 곳. 맛있는데 맵기 정도가 매번 같은 단계해도 어느날은 매웠다가 어느날은 싱거웠다가 함.. 이틀연속 간날도 그래요ㅠ 알수 없는 손오공,4,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.10.19.,재료가 신선해서 좋아요 ㅠ 짱 맛있음,5,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.08.07.,마라탕 여기서 처음먹어봤는데 너무 맛나요 ㅠㅠ  꿔바로우도 짱맛 ㅠ,4,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.07.17.,넘 맛나서 하루 두번왔어용,5,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.07.01.,여기가 다른 지점보다 넓고 음식도 맛있어요,4,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.05.17.,포장해와서 집에서 먹는데 개인적으로 마라샹궈보다 마라탕을 더 잘하는거 같음 재료가 신선함,5,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.04.19.,마라상궈 진짜 잘하는거 같아요. 마라탕도 맛있는데 마라상궈에 한표 더 주고싶어요. 꿔바로우도 맛있음. 다른곳에비해 한 5000원 정도 더 값이 나가긴 하는데 그만큼 양이랑 식재료 품질이 좋은거 같아욥 세스코 가입도 되어있음 ㅇㅇ,5,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.03.30.,존맛탱....,5,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2020.02.05.,내사랑 최애ㅐㅐㅐ마라탕집ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,5,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2019.09.20.,맛은 중국에서 먹던맛과 비슷하고 좋아요 열번정도 먹었나 손오공마라탕 위생 위생 하는데 전 괜찮다고 생각하거든요 근데 매번 제가 넣지 않은 재료가 나와요..... 바빠서 그렇겟지. 다음엔 괜찮겠지 하고 가는데 아까 매장에 2팀? 있는 진짜 한가한 시간에 먹었는데도 제가 넣지 않은 재료가 그릇에서 나왔어요  아.. 볶는 냄비를 아예안씻나.. 싶어요ㅡ ㅡ;;,2,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2019.07.14.,꼬치 넣으면 1개에 천원씩 추가되니 꼭 기억하셈 ,4,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2019.07.11.,탕수육은 달아서 잘 안먹는데.  쿼바로우 맛있게 먹었습니다... 마라탕은 뭐... 전문점이니... 마라샹궈는  한번도 안먹어봐서 다음에 먹어야겠어요.  마라탕집이 여기가 처음이라 이게 잘하는건지 어떤건지 모르지만  맛있게 먹었습니다.,4,서울 구로구 디지털로32길 87 2층,꿔바로우
손오공마라탕 구로디지털단지점,2019.05.04.,마라탕도 꿔바로우도 맛있어요!!,5,서울 구로구 디지털로32길 87 2층,꿔바로우
송화산시도삭면,2020.11.25.,새로운 맛을 원하면 강추,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.11.23.,ㅁ ㅣ쳐버린 웨이팅. 둘이가서 꿔바로우랑 샤오롱바오 못먹은게 너무 안타까움. 갠적으로 도삭면은 진짜 맛있었지만 가지튀김은 그닥 특별한지 모르겠음,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.11.21.,맛있어요. 면 요리는 그림이 없어서 아쉬웠어요. 웨이팅 있을 때 가게에서 대기표 뽑고 기다리셔야 해요.,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.11.14.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.11.14.,"맛있고 음식 빨리 나오고 가격도 만족스러워요. 식당도 위생적이며, 직원분들도 전문적이에요.",5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.11.09.,음식이 빠르게 나와서 좋았고 맛있고 가격에 비해 양이나 퀄리티가 좋았음!! 재방문의사 있습니다!!,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.11.03.,진정한맛집  ,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.11.01.,도삭면 맛잇슺니다 고수들어가잇는데 빼먹으면 별맛언느껴집니다,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.10.30.,샤오로보는 제가 먹은것 중에 느끼하지 않고 맛있네요. 추가 1판했어요. 처음 먹어본 도삭면 특이하고 괜찮은데 고수 싫어하시는 분은 걷어내셔야 하고 조금 느끼할 수 있어요.,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.10.11.,이것은 면인가 수제비인가 별미로 괜찮음,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.10.10.,면종류는 개인적으로 내가 싫어하는 향이라서 걍 그랬는데 요리. 딤섬은 맛있다. 짜샤이도 여긴 맛있음 면은 양이 많아 요리 하나 시키고 2명이 나눠먹어도 괜춘.  그리고 매장이 리모델링 했는지 깔끔하고 공간도 간격이 있어서 좋음,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.10.09.,"웨이팅 필수지만 회전율이 빨라서 기다릴만 했어요. 가격대가 정말 싸고 양도 많고 맛도 있어요. 개인적으로 쇼룡포 정말 맛있었습니다. 도삭면은 대만에서 먹어본 우육면 생각나네요. 향신료맛 좀 쎄지만 안맵고 넘 맛있었고, 가지튀김 양 진~짜 많아요 ㅎㅎ 단짠단짠~ 메뉴 세가지 모두 대만족하고 왔습니다. ",5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.09.28.,도삭면.충유면.가지튀김.  면이 내스탈이라 가끔씩 생각나는집. 가지튀김도 맛남.,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.09.24.,"가격 생각하면 괜찮긴 한데 맛으로는 그냥 그랬음. 도삭면 꿔바로우 별 4, 소룡포 별 2 ",3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.09.17.,맛은 기본이고 가성비 오짐  사람이 너무 많아져서 슬픔,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.30.,도삭면 국물이....캬....,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.23.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.18.,도삭면은 그냥 딱 먹을만했어요 샤오롱바오는 맛있었어요 ^^,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.14.,ㄹㄱㄴ ,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.10.,"도삭면, 꿔바로우, 샤오롱바오 먹었는데 맛있었고 양도 많아요. 그리고 가격이 저렴하기까지. 주차가 어렵고 사람이 많다는 단점 제외하면 다 좋네요.",4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.09.,도삭면.가지튀김.궁보계정덮밥(닭고기.땅콩.소스덮밥).소룡포(국물들어가있는만두),4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.08.,샤오롱바오 하나만큼은 인정 나머지는 평범,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.08.04.,최고에요 !!!!!!!!!!!!,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.07.28.,보통이에요,3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.07.27.,도삭면이랑 샤오룽바오 굿,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.07.21.,넘맛있어요ㅠㅠㅠㅠㅠㅠ번창하세요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.07.18.,이렇지도 않고 저렇지도 않다,3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.07.17.,좋아요,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.07.12.,전체적으로 깨끗하고 친절하고 음식 잘하고 저렴해서 장사가 잘 될 수밖에 없는 곳. 향라육슬은 간이 강하긴 했지만 맛있었고 고수가 약간 적은 게 아쉬웠다. 여자 친구가 극찬했던 가지튀김은 튀김 상태가 정말 좋았다. 도삭면은 한약맛 나는 걸 넘어서 그냥 한약 그 자체라 도저히 먹을 수 없었는데 여자친구는 맛있게 먹어서 이해할 수가 없었다. 동네에 있다면 가끔 ...,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.06.29.,개별론데 도대체 왜추천; 서비스도 최악 음식순서도 지멋대로 맛도 ㅂㄹ,1,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.06.28.,꿔바로우 맛있어요! 도삭면도 맛있어요! 가격도 정말 착하고 양도 많아서 만족스러워요.,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.06.25.,칼국수랑 수제비 중간느낌이에요 색에 비해 맵지않아요 고수 못먹는데 다건져도 나중엔 고수맛이 진해져서 나중엔 별로 못먹었어요...ㅜㅜ  새우는 꼭 먹어야해요 새우먹으러 또 갈겁니다...  ,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.06.13.,너무 기대해서인지 그렇게 맛있진 않았어요.  훠궈에 면 넣은 느낌 ㅎㅎㅎㅎ ,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.05.17.,가성비좋아요,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.05.10.,도삭면 국물도 맛있고 면이 굉장히 쫄깃. 이번에는 사진의 비빔면을 시켜봤는데 괜찮았음. 개인적으로는 국물있는 기본면이 더 좋았음. 가지덮밥 맛있음. 소룡포 맛있음. 리를 느끼한편. 가격대비 가성비 최고. 양도 많은편. 서비스야 뭐 ...ㅎ 그래도 다른집들보다는 나은편,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.05.06.,건대 가면 무조건 식사하러 가는 곳. 도삭면/꿔바로우/가지덮밥,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.05.04.,휴무일은 제대로 공지했으면 좋겠어요. 어제 점심시간에 들렀다가 헛걸음했습니다.,1,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.04.26.,맛있기는 진짜 맛있는데 ㅜㅜ 공지안된 임시휴무 너무많고 운영시간 안지켜져서 많이 헛탕쳐요..,1,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.04.17.,홍콩이랑 100% 비슷하진 않지만 홍콩딤섬이 그립다면 가보세요. 서울에 있는 어떤 곳보다 맛있음. 팀호완 개실망하고 여기 갔는데 앞으로 계속 갈거에요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.04.03.,이 집은 도삭면보다 꿔바로우가 맛있다,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.03.16.,그냥 그랬어요 ,3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.02.17.,도삭면 맛있는데 그날그날 조금 달라요. 어떤 때는 너무 짜기도 함. 총유면 토마토계란면도 맛있음 향신료 쎈거 싫어하면 못드실듯~ 새우볶음밥 드세여. 그것도 맛나고 궁보계정어쩌구 밥도 맛있음 우유새우도 괜츈. 만두도 굿 ㅎ 다양하게 시켜먹어도 평타 이상 치는 집~ 다만 중국인이라 불친절한 직원있을 때 있어요 아 가지튀김도 굿 ! ,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.02.17.,리뷰를 보니 취향을 타나봐요.  전 향신료들어간 음식 너무쎈건 못먹는데  너무맛있었어요 ㅠㅠ  도삭면 샤오롱바오 가지튀김. 다굿굿  가까우면 더자주가서 모든메뉴 섭렵하고싶네요.  무엇보다 갓성비♥,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.02.04.,(매우주관적) 친구랑 같이갔으나 제가 매우 향이강한 음식은 못먹는다는 것을 알아서 즐기지를 못했고 이맛에 맛을 매기는데 아주 주관적입니다. 면은 아주 쫄깃하고 식감이 좋아요! ,2,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.01.19.,가지튀김 맛있음. 양 많음. 도삭면 매력적인 음식인것 같으나 내 스타일 아니라서 또 못먹겠음 ㅠ. 어향육슬? 한국인이 좋아하는 맛. 근데 뭔가 내스타일아님.,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.01.18.,친절과 맛과 양은 하나다.,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.01.04.,"진짜 직원분들도, 손님 많아서 지치실법도 한데 다들 너무 친절하셨어요. 직원분들 대우도 잘해주시면 좋겠어요. : )  그리고 음식맛도 너무너무 맛있었어요 깔끔하고, 맛있는 맛....!!!! 면도 진짜 맛나더라구요ㅠㅠ 오늘은 가지튀김을 같이 먹었는데 다음엔 꿔바로우먹으러 또갈게요   같이 먹은 친구도 예전보다 더 맛있어진거같다고 했습니당!!!",5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2020.01.01.,가지튀김은 여기가 리얼임 양 정말 많고 빨리 나오고 친절함,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.12.22.,직원 싸가지 개에바 대기 쓰자마자 혼남,1,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.12.13.,가지튀김.딤섬.,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.10.31.,훌륭하지만 연유새우때문에 하나 뺐다;,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.10.20.,맛있음!! 근데 도삭면 좀짜서 싱겁게 부탁드렸더니 딱 좋았음!!,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.10.20.,완전 맛있음. 근데 도삭면이 손이 떨릴정도로 짬 ,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.09.25.,"쇼마이 4 땅콩 3 짜사이 2 도삭면 2 (도삭면은 남겼어요,중국음식 좋아하는 분들은 먹을만 할 듯 딤섬류만 먹으러 다시 올려고요)",3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.09.18.,맛있어요 고수듬뿍 쫀득쫀득한 두툼한 면발,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.09.10.,도삭면 5 ㅡ 약간 매울수 있어요 꿔바로우 3 ,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.09.03.,별로예요,1,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.08.24.,맛집,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.08.18.,조금 아쉬워요,2,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.08.15.,맛있어요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.07.27.,도삭면은 생각보다 많이맵진 않고 무난한맛! 국물이 쏘쏘였지만 면이맛있다. 새우아스파라거스딤섬은 쫀득담백하고 아주 맛있었어요. 샤오룽빠는 처음먹어봐서 제대로 못즐긴것 같은데 육즙?육수가 맛있서여. 아 딤섬먹으러 또가고싶다...아 그리고 밑반찬 땅콩맛집이에요 진심... 계속먹게됨,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.07.14.,7월9일 큰 기대 안하고 먹었는데 마라탕에서 너무 과한것만 정리해서 맛있는 정도만 남겨놓음. 도삭면도 명동에 모 유명한집보다 내 취향에 맞았음. 짜사이까지 맛있고 친절했음. 7월 13일 친구랑 방문해서 쇼마이 소룡포 춘권을 먹었다. 딤섬이 더 맛있네 쇼마이=춘권>소룡포 소룡포가 맛 없다는거 아님. 춘권은 속 재료 알알히 살아있으면서 겉은 바삭하게 속은 질척...,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.07.10.,가격대비 저렴하게 그이상의 맛과 양을 즐길수 있습니다. 처음 접하는 사람들도 먹기편한 메뉴들이 있어 덜 부담스러운 곳입니다.,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.07.01.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.07.01.,레알 맛있다 나의 별 5개의 기준에 충족하는 맛집,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.06.05.,마이에미에서 먹는 한식맛.,3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.05.11.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.04.09.,도삭면은 생각보다 그저 그랬음.  쇼마이 맛있었다. 요리가 전체적으로 가격이 저렴해서 좋다. 또와서 요리랑 술한잔하고 싶은 곳. ,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.03.27.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.03.17.,본점 웨이팅 30분... 2호점은 웨이팅 더 길다고.. 여기 땅콩 왜케 맛있어?ㅋㅋㅋㅋ 짜사이도 맛있넴 오호  도삭면 식감이 독특하당  난 칼칼하니 넘 맛있게 먹었는데 고수나 시큼한 국물(똠얌꿍 같은) 싫어하는 사람들에게는 비추!   샤오마이 잘 한당 꼭 드세요! 꿔바로우는 굉장히 비추  ,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.03.05.,중국을 느낄 수 있음,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.02.26.,가성비도 좋고 먹을만한집~도삭면을 먹었는데 가끔씩 가야하겠다(종암동에서) 식당이 협소한것이 흠이다,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.02.22.,여기 진짜 짱 최고,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.02.21.,도삭면은 처음에는 쌍화탕 국물에 면을 넣은 듯한 느낌이지만 갈수록 은근 괜찮음 야채볶음면이 불맛 나는 익숙한 맛 다른 요리는 맛보다는 가성비,2,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.02.06.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.01.31.,장소는 협소하지만 맛은 정말 좋습니다. 가끔 너무 생각나는 맛.. 딤섬도 너무 좋습니다.,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.01.25.,작년보다 향신료가 덜 자극적이고 고소해진 느낌이에요. 좀더 한국 사람들이 즐기기 좋아졌달까. 그냥 제 입맛이 변한 걸지도요^ ^; 암틍 첨에 갔을 땐 음식맛이 너무 자극적이고 입맛에도 안 맞아서 다신 안 와야지했는데 그후로 가끔씩 생각나는 거예요. 그래서 오랜만에 가봤더니 정말 맛있었어요!! ㅠ0ㅠ 지난 번엔 주말 저녁에 가서 1시간 반 기다려서 들어갔더니...,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.01.22.,평범합니다. 도삭면은 좀 향이 강해서 인위적인 느낌이 났어요. 소룡포도 평범했습니다. 쇼마이는 정말 맛있었어요! 쇼마이 추천입니다.,3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.01.13.,good value and great taste,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2019.01.01.,가지튀김 맛있네요~,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.11.22.,나쁘진 않은데 굳이 다시오진 않을듯,3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.11.04.,싸고 맛있습니다.,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.11.01.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.10.31.,도삭면 꿔바로우 군만두 가격도 최고 맛도 최고 둘이서 먹으니 배부르다 중국 향신료를 싫어한다면 약간 고민해보도록하자,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.10.27.,뭐이런음식점이다있나?? 별6개 주고 싶다,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.10.03.,최고예요,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.09.27.,Chinese,3,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.09.05.,도삭면이나 꿔바로우나 맛도 진짜 좋고 양도 많고 가성비도 최고,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.09.05.,도삭면도 맛있지만 꿔바로우도 양도 많고 맛있고요~ 군만두도 육즙까지 나오는데 대박입니다. 군만두 처음 드실때는 육즙때문에 뜨거우니 살살 드세요~^^,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.09.05.,수요미식회 나온 집도 아닌 집이 많던데.. 여기는 제대로 맛집임!! 가성비 맛 모두 최고!! 만두 육즙도 최고!!,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.08.18.,도삭면 맛있어요! ,5,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.07.18.,도삭면 샤오롱바오 추천..!,4,서울 광진구 뚝섬로27길 48,도삭면
송화산시도삭면,2018.05.21.,도삭면도 맛있지만 충유면 葱油面 샤오롱바오 小笼包 추천합니다 ,5,서울 광진구 뚝섬로27길 48,도삭면
란주칼면,2020.11.26.,집 앞 짬뽕집 정도예요 ㅠㅠ 가성비 술집으로 많이 찾으시는 것 같네요 ,2,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.11.21.,"면이랑 국물이랄 따로노라요,,",1,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.11.16.,쫄깃하니 맛남. 이거먹으러 명동 오는건 아니고 명동올일 있으면 갈만함 짬뽕이 더 맛있음,5,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.11.09.,맛있어요. 도삭면은 처음 먹어보는데 식감이 재밌네요. 다른 메뉴 먹어보러 또 오고싶음. 간이 좀 세긴 했지만 ㅋㅋ +중화요리점에서 김치가 이렇게 맛있던 건 처음이라 신기하네요 ,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.11.08.,좋아요,4,서울 중구 소공로 64 동남빌딩,도삭면
란주칼면,2020.11.05.,최고예요,5,서울 중구 소공로 64 동남빌딩,도삭면
